Average Case 
	 T(n)
7310	67.000000
7320	62.000000
7330	59.000000
7340	61.000000
7350	62.000000
7360	60.000000
7370	58.000000
7380	71.000000
7390	59.000000
7400	58.000000
7410	71.000000
7420	59.000000
7430	60.000000
7440	66.000000
7450	66.000000
7460	60.000000
7470	63.000000
7480	58.000000
7490	60.000000
7500	57.000000
7510	87.000000
7520	64.000000
7530	64.000000
7540	63.000000
7550	61.000000
7560	58.000000
7570	108.000000
7580	70.000000
7590	61.000000
7600	60.000000
7610	59.000000
7620	58.000000
7630	60.000000
7640	69.000000
7650	61.000000
7660	59.000000
7670	58.000000
7680	60.000000
7690	69.000000
7700	61.000000
7710	58.000000
7720	64.000000
7730	59.000000
7740	58.000000
7750	57.000000
7760	67.000000
7770	57.000000
7780	60.000000
7790	87.000000
7800	88.000000
7810	69.000000
7820	79.000000
7830	69.000000
7840	91.000000
7850	101.000000
7860	66.000000
7870	69.000000
7880	65.000000
7890	65.000000
7900	93.000000
7910	65.000000
7920	64.000000
7930	71.000000
7940	73.000000
7950	66.000000
7960	68.000000
7970	66.000000
7980	66.000000
7990	66.000000
8000	68.000000
8010	68.000000
8020	67.000000
8030	67.000000
8040	72.000000
8050	65.000000
8060	69.000000
8070	66.000000
8080	65.000000
8090	64.000000
8100	68.000000
8110	65.000000
8120	68.000000
8130	65.000000
8140	75.000000
8150	69.000000
8160	65.000000
8170	64.000000
8180	67.000000
8190	65.000000
8200	66.000000
8210	66.000000
8220	67.000000
8230	67.000000
8240	64.000000
8250	74.000000
8260	64.000000
8270	68.000000
8280	70.000000
8290	65.000000
8300	66.000000
8310	63.000000
8320	66.000000
8330	67.000000
8340	67.000000
8350	72.000000
8360	65.000000
8370	67.000000
8380	65.000000
8390	69.000000
8400	66.000000
8410	75.000000
8420	70.000000
8430	66.000000
8440	73.000000
8450	78.000000
8460	65.000000
8470	69.000000
8480	66.000000
8490	72.000000
8500	73.000000
8510	93.000000
8520	74.000000
8530	72.000000
8540	70.000000
8550	66.000000
8560	68.000000
8570	93.000000
8580	80.000000
8590	78.000000
8600	106.000000
8610	111.000000
8620	72.000000
8630	71.000000
8640	69.000000
8650	67.000000
8660	69.000000
8670	65.000000
8680	68.000000
8690	64.000000
8700	68.000000
8710	67.000000
8720	69.000000
8730	76.000000
8740	64.000000
8750	69.000000
8760	73.000000
8770	67.000000
8780	65.000000
8790	70.000000
8800	65.000000
8810	69.000000
8820	67.000000
8830	67.000000
8840	66.000000
8850	69.000000
8860	72.000000
8870	70.000000
8880	68.000000
8890	65.000000
8900	64.000000
8910	68.000000
8920	66.000000
8930	68.000000
8940	68.000000
8950	69.000000
8960	66.000000
8970	73.000000
8980	73.000000
8990	70.000000
9000	72.000000
9010	93.000000
9020	59.000000
9030	58.000000
9040	60.000000
9050	62.000000
9060	79.000000
9070	83.000000
9080	101.000000
9090	107.000000
9100	120.000000
9110	88.000000
9120	84.000000
9130	79.000000
9140	65.000000
9150	62.000000
9160	62.000000
9170	116.000000
9180	119.000000
9190	146.000000
9200	115.000000
9210	105.000000
9220	79.000000
9230	67.000000
9240	72.000000
9250	63.000000
9260	65.000000
9270	60.000000
9280	64.000000
9290	64.000000
9300	57.000000
9310	65.000000
9320	59.000000
9330	58.000000
9340	68.000000
9350	64.000000
9360	56.000000
9370	62.000000
9380	55.000000
9390	60.000000
9400	58.000000
9410	59.000000
9420	57.000000
9430	59.000000
9440	68.000000
9450	61.000000
9460	60.000000
9470	57.000000
9480	58.000000
9490	57.000000
9500	57.000000
9510	58.000000
9520	69.000000
9530	69.000000
9540	70.000000
9550	59.000000
9560	57.000000
9570	117.000000
9580	98.000000
9590	72.000000
9600	62.000000
9610	65.000000
9620	59.000000
9630	60.000000
9640	58.000000
9650	64.000000
9660	91.000000
9670	72.000000
9680	84.000000
9690	77.000000
9700	61.000000
9710	58.000000
9720	57.000000
9730	66.000000
9740	62.000000
9750	64.000000
9760	63.000000
9770	63.000000
9780	108.000000
9790	82.000000
9800	59.000000
9810	61.000000
9820	64.000000
9830	62.000000
9840	60.000000
9850	64.000000
9860	57.000000
9870	59.000000
9880	64.000000
9890	58.000000
9900	58.000000
9910	73.000000
9920	66.000000
9930	72.000000
9940	62.000000
9950	59.000000
9960	58.000000
9970	95.000000
9980	77.000000
9990	58.000000
10000	67.000000
Worst Case
	 T(n)
10	0.000000
20	0.000000
30	0.000000
40	0.000000
50	0.000000
60	0.000000
70	0.000000
80	0.000000
90	0.000000
100	0.000000
110	0.000000
120	0.000000
130	1.000000
140	0.000000
150	0.000000
160	0.000000
170	0.000000
180	1.000000
190	0.000000
200	0.000000
210	1.000000
220	0.000000
230	1.000000
240	0.000000
250	0.000000
260	2.000000
270	0.000000
280	0.000000
290	2.000000
300	0.000000
310	0.000000
320	1.000000
330	2.000000
340	0.000000
350	0.000000
360	0.000000
370	1.000000
380	2.000000
390	3.000000
400	0.000000
410	0.000000
420	0.000000
430	0.000000
440	1.000000
450	2.000000
460	3.000000
470	0.000000
480	0.000000
490	0.000000
500	0.000000
510	0.000000
520	0.000000
530	0.000000
540	1.000000
550	2.000000
560	3.000000
570	4.000000
580	5.000000
590	0.000000
600	0.000000
610	0.000000
620	0.000000
630	0.000000
640	0.000000
650	0.000000
660	0.000000
670	0.000000
680	1.000000
690	2.000000
700	2.000000
710	3.000000
720	3.000000
730	4.000000
740	5.000000
750	7.000000
760	6.000000
770	7.000000
780	7.000000
790	0.000000
800	0.000000
810	0.000000
820	1.000000
830	0.000000
840	0.000000
850	0.000000
860	1.000000
870	1.000000
880	1.000000
890	1.000000
900	0.000000
910	0.000000
920	0.000000
930	1.000000
940	1.000000
950	1.000000
960	2.000000
970	2.000000
980	3.000000
990	3.000000
1000	3.000000
1010	4.000000
1020	5.000000
1030	6.000000
1040	5.000000
1050	6.000000
1060	7.000000
1070	7.000000
1080	7.000000
1090	8.000000
1100	9.000000
1110	8.000000
1120	8.000000
1130	10.000000
1140	10.000000
1150	11.000000
1160	12.000000
1170	13.000000
1180	2.000000
1190	1.000000
1200	1.000000
1210	1.000000
1220	2.000000
1230	1.000000
1240	2.000000
1250	2.000000
1260	2.000000
1270	2.000000
1280	2.000000
1290	2.000000
1300	2.000000
1310	2.000000
1320	2.000000
1330	2.000000
1340	2.000000
1350	2.000000
1360	2.000000
1370	2.000000
1380	2.000000
1390	2.000000
1400	2.000000
1410	2.000000
1420	2.000000
1430	2.000000
1440	2.000000
1450	3.000000
1460	3.000000
1470	2.000000
1480	2.000000
1490	2.000000
1500	2.000000
1510	2.000000
1520	2.000000
1530	2.000000
1540	3.000000
1550	3.000000
1560	3.000000
1570	3.000000
1580	4.000000
1590	4.000000
1600	4.000000
1610	4.000000
1620	4.000000
1630	5.000000
1640	5.000000
1650	5.000000
1660	6.000000
1670	6.000000
1680	6.000000
1690	7.000000
1700	6.000000
1710	7.000000
1720	7.000000
1730	8.000000
1740	8.000000
1750	8.000000
1760	8.000000
1770	8.000000
1780	9.000000
1790	9.000000
1800	10.000000
1810	10.000000
1820	10.000000
1830	10.000000
1840	10.000000
1850	11.000000
1860	11.000000
1870	12.000000
1880	11.000000
1890	11.000000
1900	13.000000
1910	12.000000
1920	12.000000
1930	12.000000
1940	12.000000
1950	12.000000
1960	12.000000
1970	12.000000
1980	14.000000
1990	14.000000
2000	15.000000
2010	15.000000
2020	14.000000
2030	14.000000
2040	15.000000
2050	15.000000
2060	15.000000
2070	15.000000
2080	15.000000
2090	15.000000
2100	15.000000
2110	14.000000
2120	15.000000
2130	15.000000
2140	15.000000
2150	15.000000
2160	15.000000
2170	17.000000
2180	16.000000
2190	16.000000
2200	17.000000
2210	17.000000
2220	16.000000
2230	17.000000
2240	16.000000
2250	17.000000
2260	17.000000
2270	18.000000
2280	19.000000
2290	18.000000
2300	18.000000
2310	18.000000
2320	18.000000
2330	19.000000
2340	21.000000
2350	19.000000
2360	7.000000
2370	6.000000
2380	6.000000
2390	6.000000
2400	7.000000
2410	7.000000
2420	7.000000
2430	7.000000
2440	6.000000
2450	6.000000
2460	6.000000
2470	6.000000
2480	7.000000
2490	7.000000
2500	7.000000
2510	7.000000
2520	7.000000
2530	7.000000
2540	7.000000
2550	7.000000
2560	7.000000
2570	7.000000
2580	9.000000
2590	9.000000
2600	9.000000
2610	8.000000
2620	9.000000
2630	10.000000
2640	9.000000
2650	9.000000
2660	9.000000
2670	9.000000
2680	9.000000
2690	9.000000
2700	10.000000
2710	10.000000
2720	10.000000
2730	11.000000
2740	12.000000
2750	10.000000
2760	10.000000
2770	10.000000
2780	10.000000
2790	9.000000
2800	10.000000
2810	10.000000
2820	15.000000
2830	16.000000
2840	12.000000
2850	12.000000
2860	10.000000
2870	11.000000
2880	11.000000
2890	10.000000
2900	10.000000
2910	9.000000
2920	9.000000
2930	10.000000
2940	9.000000
2950	9.000000
2960	10.000000
2970	10.000000
2980	10.000000
2990	10.000000
3000	10.000000
3010	12.000000
3020	11.000000
3030	10.000000
3040	10.000000
3050	10.000000
3060	10.000000
3070	10.000000
3080	10.000000
3090	11.000000
3100	10.000000
3110	10.000000
3120	11.000000
3130	11.000000
3140	12.000000
3150	12.000000
3160	11.000000
3170	11.000000
3180	11.000000
3190	12.000000
3200	12.000000
3210	11.000000
3220	11.000000
3230	11.000000
3240	11.000000
3250	11.000000
3260	12.000000
3270	12.000000
3280	12.000000
3290	12.000000
3300	13.000000
3310	13.000000
3320	13.000000
3330	12.000000
3340	13.000000
3350	12.000000
3360	13.000000
3370	15.000000
3380	15.000000
3390	15.000000
3400	16.000000
3410	15.000000
3420	15.000000
3430	15.000000
3440	15.000000
3450	15.000000
3460	16.000000
3470	15.000000
3480	16.000000
3490	15.000000
3500	15.000000
3510	15.000000
3520	15.000000
3530	14.000000
3540	16.000000
3550	17.000000
3560	16.000000
3570	17.000000
3580	16.000000
3590	16.000000
3600	16.000000
3610	16.000000
3620	16.000000
3630	15.000000
3640	16.000000
3650	15.000000
3660	16.000000
3670	16.000000
3680	15.000000
3690	15.000000
3700	15.000000
3710	16.000000
3720	16.000000
3730	15.000000
3740	15.000000
3750	16.000000
3760	16.000000
3770	16.000000
3780	16.000000
3790	16.000000
3800	17.000000
3810	18.000000
3820	18.000000
3830	17.000000
3840	20.000000
3850	19.000000
3860	19.000000
3870	20.000000
3880	19.000000
3890	19.000000
3900	19.000000
3910	19.000000
3920	19.000000
3930	18.000000
3940	18.000000
3950	17.000000
3960	17.000000
3970	18.000000
3980	17.000000
3990	18.000000
4000	20.000000
4010	18.000000
4020	18.000000
4030	18.000000
4040	18.000000
4050	20.000000
4060	23.000000
4070	22.000000
4080	22.000000
4090	21.000000
4100	22.000000
4110	21.000000
4120	22.000000
4130	21.000000
4140	21.000000
4150	21.000000
4160	19.000000
4170	21.000000
4180	22.000000
4190	22.000000
4200	24.000000
4210	23.000000
4220	23.000000
4230	23.000000
4240	22.000000
4250	22.000000
4260	21.000000
4270	20.000000
4280	21.000000
4290	20.000000
4300	21.000000
4310	21.000000
4320	22.000000
4330	21.000000
4340	22.000000
4350	21.000000
4360	22.000000
4370	24.000000
4380	25.000000
4390	26.000000
4400	27.000000
4410	27.000000
4420	26.000000
4430	34.000000
4440	27.000000
4450	25.000000
4460	25.000000
4470	25.000000
4480	24.000000
4490	25.000000
4500	27.000000
4510	28.000000
4520	27.000000
4530	26.000000
4540	27.000000
4550	26.000000
4560	28.000000
4570	27.000000
4580	29.000000
4590	27.000000
4600	25.000000
4610	24.000000
4620	26.000000
4630	24.000000
4640	25.000000
4650	25.000000
4660	25.000000
4670	27.000000
4680	27.000000
4690	25.000000
4700	25.000000
4710	25.000000
4720	25.000000
4730	25.000000
4740	25.000000
4750	25.000000
4760	26.000000
4770	26.000000
4780	26.000000
4790	26.000000
4800	26.000000
4810	29.000000
4820	26.000000
4830	27.000000
4840	29.000000
4850	29.000000
4860	28.000000
4870	29.000000
4880	33.000000
4890	34.000000
4900	31.000000
4910	28.000000
4920	28.000000
4930	28.000000
4940	29.000000
4950	31.000000
4960	33.000000
4970	35.000000
4980	34.000000
4990	42.000000
5000	35.000000
5010	33.000000
5020	31.000000
5030	32.000000
5040	33.000000
5050	32.000000
5060	32.000000
5070	31.000000
5080	30.000000
5090	30.000000
5100	30.000000
5110	31.000000
5120	32.000000
5130	33.000000
5140	30.000000
5150	31.000000
5160	32.000000
5170	37.000000
5180	36.000000
5190	35.000000
5200	35.000000
5210	34.000000
5220	32.000000
5230	34.000000
5240	38.000000
5250	40.000000
5260	40.000000
5270	40.000000
5280	43.000000
5290	38.000000
5300	41.000000
5310	42.000000
5320	38.000000
5330	37.000000
5340	34.000000
5350	35.000000
5360	33.000000
5370	33.000000
5380	34.000000
5390	34.000000
5400	36.000000
5410	34.000000
5420	37.000000
5430	42.000000
5440	40.000000
5450	38.000000
5460	38.000000
5470	35.000000
5480	35.000000
5490	35.000000
5500	36.000000
5510	35.000000
5520	35.000000
5530	35.000000
5540	35.000000
5550	37.000000
5560	37.000000
5570	37.000000
5580	41.000000
5590	42.000000
5600	39.000000
5610	36.000000
5620	37.000000
5630	36.000000
5640	37.000000
5650	38.000000
5660	38.000000
5670	37.000000
5680	37.000000
5690	38.000000
5700	39.000000
5710	37.000000
5720	38.000000
5730	38.000000
5740	38.000000
5750	38.000000
5760	38.000000
5770	42.000000
5780	42.000000
5790	41.000000
5800	39.000000
5810	40.000000
5820	48.000000
5830	44.000000
5840	44.000000
5850	44.000000
5860	40.000000
5870	41.000000
5880	44.000000
5890	43.000000
5900	41.000000
5910	44.000000
5920	47.000000
5930	51.000000
5940	49.000000
5950	51.000000
5960	50.000000
5970	45.000000
5980	45.000000
5990	42.000000
6000	42.000000
6010	42.000000
6020	44.000000
6030	48.000000
6040	47.000000
6050	46.000000
6060	46.000000
6070	43.000000
6080	43.000000
6090	43.000000
6100	44.000000
6110	43.000000
6120	43.000000
6130	43.000000
6140	43.000000
6150	45.000000
6160	50.000000
6170	49.000000
6180	47.000000
6190	47.000000
6200	44.000000
6210	45.000000
6220	47.000000
6230	44.000000
6240	46.000000
6250	50.000000
6260	54.000000
6270	57.000000
6280	52.000000
6290	51.000000
6300	54.000000
6310	52.000000
6320	52.000000
6330	50.000000
6340	47.000000
6350	46.000000
6360	49.000000
6370	47.000000
6380	48.000000
6390	50.000000
6400	49.000000
6410	46.000000
6420	47.000000
6430	47.000000
6440	47.000000
6450	49.000000
6460	49.000000
6470	49.000000
6480	47.000000
6490	47.000000
6500	52.000000
6510	57.000000
6520	58.000000
6530	61.000000
6540	56.000000
6550	55.000000
6560	53.000000
6570	50.000000
6580	50.000000
6590	48.000000
6600	50.000000
6610	49.000000
6620	49.000000
6630	48.000000
6640	49.000000
6650	48.000000
6660	49.000000
6670	49.000000
6680	54.000000
6690	51.000000
6700	60.000000
6710	52.000000
6720	54.000000
6730	59.000000
6740	57.000000
6750	62.000000
6760	58.000000
6770	56.000000
6780	52.000000
6790	51.000000
6800	54.000000
6810	50.000000
6820	51.000000
6830	51.000000
6840	53.000000
6850	51.000000
6860	51.000000
6870	51.000000
6880	51.000000
6890	51.000000
6900	53.000000
6910	54.000000
6920	53.000000
6930	52.000000
6940	55.000000
6950	59.000000
6960	55.000000
6970	55.000000
6980	56.000000
6990	53.000000
7000	53.000000
7010	54.000000
7020	54.000000
7030	61.000000
7040	60.000000
7050	56.000000
7060	58.000000
7070	53.000000
7080	54.000000
7090	53.000000
7100	56.000000
7110	60.000000
7120	58.000000
7130	63.000000
7140	69.000000
7150	63.000000
7160	59.000000
7170	56.000000
7180	55.000000
7190	55.000000
7200	55.000000
7210	67.000000
7220	69.000000
7230	68.000000
7240	64.000000
7250	58.000000
7260	56.000000
7270	60.000000
7280	57.000000
7290	56.000000
7300	57.000000
7310	56.000000
7320	67.000000
7330	74.000000
7340	77.000000
7350	68.000000
7360	63.000000
7370	59.000000
7380	59.000000
7390	59.000000
7400	58.000000
7410	58.000000
7420	57.000000
7430	62.000000
7440	68.000000
7450	70.000000
7460	64.000000
7470	63.000000
7480	70.000000
7490	68.000000
7500	67.000000
7510	64.000000
7520	61.000000
7530	59.000000
7540	66.000000
7550	68.000000
7560	67.000000
7570	62.000000
7580	61.000000
7590	68.000000
7600	66.000000
7610	60.000000
7620	66.000000
7630	73.000000
7640	78.000000
7650	67.000000
7660	66.000000
7670	62.000000
7680	60.000000
7690	60.000000
7700	60.000000
7710	60.000000
7720	60.000000
7730	60.000000
7740	63.000000
7750	70.000000
7760	68.000000
7770	62.000000
7780	65.000000
7790	62.000000
7800	66.000000
7810	67.000000
7820	73.000000
7830	70.000000
7840	67.000000
7850	63.000000
7860	62.000000
7870	73.000000
7880	70.000000
7890	66.000000
7900	64.000000
7910	64.000000
7920	66.000000
7930	64.000000
7940	73.000000
7950	67.000000
7960	66.000000
7970	66.000000
7980	72.000000
7990	73.000000
8000	67.000000
8010	66.000000
8020	68.000000
8030	67.000000
8040	65.000000
8050	67.000000
8060	66.000000
8070	67.000000
8080	68.000000
8090	68.000000
8100	68.000000
8110	73.000000
8120	71.000000
8130	67.000000
8140	79.000000
8150	76.000000
8160	74.000000
8170	68.000000
8180	71.000000
8190	66.000000
8200	68.000000
8210	68.000000
8220	69.000000
8230	68.000000
8240	76.000000
8250	75.000000
8260	70.000000
8270	67.000000
8280	70.000000
8290	70.000000
8300	70.000000
8310	78.000000
8320	80.000000
8330	75.000000
8340	75.000000
8350	70.000000
8360	71.000000
8370	78.000000
8380	69.000000
8390	73.000000
8400	81.000000
8410	85.000000
8420	79.000000
8430	71.000000
8440	81.000000
8450	81.000000
8460	83.000000
8470	80.000000
8480	75.000000
8490	70.000000
8500	78.000000
8510	79.000000
8520	71.000000
8530	70.000000
8540	73.000000
8550	80.000000
8560	78.000000
8570	75.000000
8580	76.000000
8590	71.000000
8600	71.000000
8610	71.000000
8620	72.000000
8630	71.000000
8640	71.000000
8650	73.000000
8660	73.000000
8670	72.000000
8680	72.000000
8690	73.000000
8700	73.000000
8710	73.000000
8720	78.000000
8730	82.000000
8740	87.000000
8750	83.000000
8760	75.000000
8770	76.000000
8780	74.000000
8790	78.000000
8800	78.000000
8810	75.000000
8820	76.000000
8830	74.000000
8840	75.000000
8850	77.000000
8860	78.000000
8870	82.000000
8880	93.000000
8890	98.000000
8900	85.000000
8910	76.000000
8920	75.000000
8930	74.000000
8940	78.000000
8950	77.000000
8960	80.000000
8970	80.000000
8980	79.000000
8990	79.000000
9000	79.000000
9010	89.000000
9020	91.000000
9030	84.000000
9040	78.000000
9050	81.000000
9060	88.000000
9070	79.000000
9080	78.000000
9090	79.000000
9100	82.000000
9110	78.000000
9120	78.000000
9130	78.000000
9140	76.000000
9150	86.000000
9160	91.000000
9170	94.000000
9180	95.000000
9190	93.000000
9200	104.000000
9210	94.000000
9220	100.000000
9230	95.000000
9240	92.000000
9250	95.000000
9260	100.000000
9270	96.000000
9280	91.000000
9290	90.000000
9300	90.000000
9310	97.000000
9320	90.000000
9330	93.000000
9340	92.000000
9350	96.000000
9360	91.000000
9370	97.000000
9380	100.000000
9390	95.000000
9400	93.000000
9410	101.000000
9420	93.000000
9430	98.000000
9440	101.000000
9450	96.000000
9460	89.000000
9470	83.000000
9480	84.000000
9490	92.000000
9500	95.000000
9510	94.000000
9520	86.000000
9530	88.000000
9540	87.000000
9550	86.000000
9560	108.000000
9570	103.000000
9580	89.000000
9590	86.000000
9600	87.000000
9610	86.000000
9620	86.000000
9630	90.000000
9640	85.000000
9650	85.000000
9660	86.000000
9670	86.000000
9680	86.000000
9690	85.000000
9700	86.000000
9710	86.000000
9720	87.000000
9730	88.000000
9740	99.000000
9750	100.000000
9760	97.000000
9770	87.000000
9780	88.000000
9790	88.000000
9800	87.000000
9810	89.000000
9820	87.000000
9830	91.000000
9840	87.000000
9850	90.000000
9860	96.000000
9870	90.000000
9880	89.000000
9890	90.000000
9900	89.000000
9910	92.000000
9920	94.000000
9930	104.000000
9940	93.000000
9950	96.000000
9960	97.000000
9970	97.000000
9980	107.000000
9990	107.000000
10000	98.000000
Average Case 
	 T(n)
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
Best Case
	 T(n)
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
Worst Case
	 T(n)
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
